Rb;Istraživači;Predmet;NPP;Razred;Udžbenik;Lekcija;Negativni oblici ponašanja;Navedite šta;Univerzalne vrijednosti;Navedite šta;Partikularizacija vrijednosti;Sadržaji;Načini;Indikator 1;Aktivno učenje;Ne nudi se mogućnost diskusije;Indikator 2 ;Rješavanje problema;Puko pamćenje činjenica ;Indikator 3;Multiperspektivni pristup;Pristup samo jedne perspektive;Indikator 4;Diferencirani prikazi;Stereotipni prikazi;Napomena/komentar na lekciju
42;NI/DŠ;Jezik i književnost;B;7;JIKg6;Veliko slovo u jednočlanim i višečlanim imenima;Da;nedosljednost;Da;jednakost;Da;tradicija, teritorija;redukcija, mistifikacija, insinuacija;2;;NI-98-3, NI-98-5, NI-99-2, NI-99-3, NI-99-5;2;;NI-98-1, NI-98-2, NI-98-4, NI-99-1, NI-99-4;2;;NI-99-6;0;;;"(NI) Primjeri za pisanje velikog slova obiluju mjestima iz FBiH, spominju poneko mjesto iz RS-a i Hrvatske; Iz Srbije nijedno mjesto niti jedna historijska ličnost nisu navedeni. Kulin-ban je u svm varijantama. Pristup samo jedne perspektive - str. 99-6 Fotografija Starog mosta i potpis ispod slike Mostarci/Mostarke na Starom mostu; naravno da ne znamo jesu li samo stanovnici Mostara na slici nije ponuđeno bilo kakvo drugo viđenje stavljne fotografije. (DŠ) U lekciji se koriste uglavnom imena gradova iz FBIH; mistificira se prošlost i uloga Kulina-bana; navode se imena ulica koja nedvosmisleno insinuiraju sjećanje na rat i žrtve (str. 98 i 99. Na str. 98 i 99 imputacija sadržaja navodeći ulice u FBiH."
43;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pisanje i izgovor zamjenice sebe (se) uz povratne glagole;Ne;;Ne;;Ne;;;2;;;2;;NI-100;0;;;0;;;"(NI) Potpuno bespotrebna lekcija: sve što se moglo reći stalo je u označeni dio; prije toga imamo samo ponavljanje informacija o povratnim glagolima koje su već spomenute na početku udžbenika"
44;NI/DŠ;Jezik i književnost;B;7;JIKg6;Izgovor i pisanje aorista glagola biti;Ne;;Ne;;Ne;;;2;;;2;;NI-101-1, NI-101-2, NI-101-3;0;;;0;;;"(NI) Str. str. 101-1,2 naslov lekcije je jedno, a ono što je označeno kao sadržaj lekcije je nešto sasvim drugo. Str. 101-3 osim što je puko pamćenje činjenica, ovo je čista besmislica; potpuno netačne informacije navedene."
45;NI/DŠ;Jezik i književnost;B;7;JIKg6;Izgovor i pisanje niječne/odrične riječce uz glagolske oblike;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NI) Ne nudi se mogućnost diskusije.
46;NI/DŠ;Jezik i književnost;B;7;JIKg6;Izgovor i pisanje prednaglasnica i zanaglasnica;Ne;;Ne;;Ne;;;2;;;2;;NI-103-1, NI-103-2;0;;;0;;;
47;NI/DŠ;Jezik i književnost;B;7;JIKg6;Zarez u jednostavnoj i složenoj rečenici;Ne;;Ne;;Ne;;;2;DŠ-105;NI-105-1;2;DŠ-105;NI-104-1, NI-105-2;0;DŠ-104;;0;;;(NI) str. 105-1 Opet se odlomak iz književnog teksta koristi isključivo za prepoznavanje pravopisnih pravila (DŠ) Multiperspektivni pristup - str. 104 drugi tekst osim književnog.
48;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pisanje apostrofa (izostavnika);Ne;;Ne;;Ne;;;2;;NI-106-2;2;;NI-106-1;0;DŠ-106;;0;;;(DŠ) Pjesma Hadži Musić Meho, koja s uzima kao primjer, prekinuta je poslije vrlo sugestivne rečenice. Treba ispitati kako se pjesma nastavlja i završava.
49;NI/DŠ;Jezik i književnost;B;7;JIKg6;Točka-zarez;Ne;;Da;ljubav;Ne;;;2;;NI-107-2;2;;NI-107-1;0;;;0;;;(NI) I tamo gdje bi moglo postojati aktivno učenje, gdje autorice postave pitanje, svode odgovor na pravopis.
50;NI/DŠ;Jezik i književnost;B;7;JIKg6;Kultura usmenog i pismenog izražavanja;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
51;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pričanje (pripovijedanje/naracija);Ne;;Ne;;Ne;;;2;;NI-110-1;2;;NI-109-1, NI-109-2, NI-109-3, NI-109-4, NI-109-5, NI-109-6;0;;;0;;;"(NI) Str.110-1 nema primjera za aktivno učenje; umjesto primjera autorice đacima nude gotove zaključke; vrlo loše napisane. Str. 110-2 netačna i ni na čemu utemeljena tvrdnja. str.109-1,2,3,4,5,6 autorice daju savjete za pisanje, ali to rade smušeno, s mnogo informacija, vrlo lošim rečenicama i zapovijedima šta se ne smije koristiti. (DŠ) Na str. 110 gdje se govori o vrstama pripovijedanja kaže se da postoji ""pričanje po planu pričanja, pričanje na osnovu mašte"", ali nije objašnjeno šta podrazumijevaju takve vrste pričanja. Na str. 111 tvrdi se da postoji pripovijedanje u 1. i 3. licu, ali se ne kaže da ono može biti i u 2."
52;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pričanje stvarnog događaja: retrospektivni redoslijed događaja;Da;nasilje NI-112;Ne;;Ne;;;1;DŠ-112;;2;;NI-113-1, NI-113-2;0;;;0;;;(NI) Ne samo da su činjenice koje đaci trebaju zapamtiti nego su i nepotune i nejasno napisane.
53;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pričanje događaja uz upotrebu opisa lika;Da;nasilje NI-115-1;Ne;;Ne;;;1;NI-115-3, DŠ-115;;2;;NI-115-2;0;;;0;;;"(NI) Str.115-2 umjesto da razgovaraju s đacima o sadržaju, autorice se bave formom opisa lika. (DŠ) Zanemaruje se nasilje koje je u priči evidentno; pažnja se posvećuje formalnim osobinama teksta."
54;NI/DŠ;Jezik i književnost;B;7;JIKg6;Opis osobe (portret);Ne;;Ne;;Ne;;;2;NI-117-2;NI-117-1 ;2;;NI-116;0;;;0;;;(NI) 117-1 umjesto da đaci sami uočavaju i zaključuju, autorice to rade umjesto njih.
55;NI/DŠ;Jezik i književnost;B;7;JIKg6;Opis dinamičnih dešavanja u prirodi;Ne;;Da;odgovornost, solidarnost;Ne;;;1;DŠ-119;NI-121-1, NI-121-3, NI-121-5;2;DŠ-121;NI-121-2, NI-121-4;0;;;0;;;(NI) str. 121-1,3,5 prebacuje se na djecu ono što bi moglo biti ponuđeno u udžbeniku.
56;NI/DŠ;Jezik i književnost;B;7;JIKg6;Čitanje i slušanje;Da;nejednakost NI-124-1;Da;odgovornost;Ne;;;1;NI-124-3;NI-123-1, NI-123-2, DŠ-123-2, NI-124-2, DŠ-124-1;1;DŠ-123, DŠ-124;;1;DŠ-122;;1;;;(NI) Nejednakost str 124-1 spominju se age, sluge i anegdoti i ni na koji način se ne spominje vrijeme radnje.
57;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pisanje dnevnika;Ne;;Da;solidarnost;Ne;;;2;DŠ-125;NI-125-1;2;DŠ-125;NI-125-2;0;DŠ-125;;0;;;
58;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pisanje autobiografije;Ne;;Da;odgovornost;Ne;;;1;NI-127-1;;1;NI-127;NI-126-1;1;NI-126, NI-127-2;;1;;;"(NI) Multiperspektivnost - str. 126, 127-2 ponuđena dva teksta o istoj temi; dobro urađeno."
59;NI/DŠ;Jezik i književnost;B;7;JIKg6;Pisanje diktata: kontrolni diktat, stvaralački diktat, diktat sa sprječavanjem pogrešaka;Ne;;Ne;;Ne;;;1;;NI-129-1, NI-129-2, NI-130, DŠ-128;0;DŠ-128, DŠ-129, DŠ-130;;0;DŠ-128, DŠ-129, DŠ-130;;0;;;
60;NI/DŠ;Jezik i književnost;B;7;JIKg6;Medijska kultura (Pozorište/kazalište/teatar);Ne;;Ne;;Ne;;;2;;;2;;NI-132, NI-133-1, NI-133-2, NI-133-3, NI-133-4;0;;;0;;;"(NI) na str. 132-2 od 50 godina historije opere Narodnog pozorišta u Sarajevu ističe se samo godina kada je premijerno izvedena ""prva bošnjačka opera""-ma šta to značilo."
61;NI/DŠ;Jezik i književnost;B;7;JIKg6;Strip;Ne;;Ne;;Ne;;;2;DŠ-134;NI-134-1, NI-134-3;2;;NI-134-2;0;;;0;;;"(NI) Na str. 134-2 Veoma glupa definicija - izražjno sredstvo stripa je fabula!, kažu autorice.(DŠ) Nedostaje više primjera kojima bi se pokazalo ono što je rečeno u lekciji kao npr. da strip ""prosto vrvi onomatopejama""."
62;NI/DŠ;Jezik i književnost;B;7;JIKg6;Film;Ne;;Ne;;Ne;;;2;;;2;;NI-136-1, NI-136-2, NI-136-3;0;;;0;;;
1;AS/NV;Jezik i književnost;H;7;JIK20;Andrić: Aska i vuk;Ne;;Da;kreativnost, život, umjetnost;Ne;;;1;AS-8;;1;AS-9-3, AS-9-4, AS-9-5;;2;;NV-9;0;;;(AS) Potiče se razvoj pisanih vještina. (NV) Napiši sastav i pokušaj odgovoriti kako to umjetnost može biti iznad svih zala (str.9)
2;AS/NV;Jezik i književnost;H;7;JIK20;Ana Frank: Anina prva ljubav;Ne;;Da;mir, sloboda AS-13-3;Da;kultura;ignorancija NV-13;1;;AS-12-2, AS-13;2;;;0;AS-10, AS-13-1, AS-13-4;;0;;;"(AS) Multiperspektivni pristup - str. 10,13 primjer 1,4 upućuje se na druge izvore, iako se ne preciziraju. (NV) Dnevnik Ane Frank tematizira zaljubljenost, odlomak izabran pogrešno. Ignorancija, ne tematizira se kontekst nastanka dnevnika, odnosno fašizam. ""I danas u svijetu ima primjera sličnih postupaka i odnosa prema pojednim narodima ili rasama (npr. u Africi, u nas, ali i drugdje""Str. 13"
3;AS/NV;Jezik i književnost;H;7;JIK20;E.Kumičić: Začuđeni svatovi;Ne;;Da;odgovornost AS-14, altruizam;Ne;;;2;;AS-17;1;AS-17-2;;0;;;0;;;
4;AS/NV;Jezik i književnost;H;7;JIK20;Samokovlija: Mirjamina kosa;Ne;;Da;sloboda, odgovornost, život AS-18, jednakost;Ne;;;2;;AS-22;1;AS-22;;0;;;0;;;(AS) Rješavanje problema - str. 22 iako mahom prepričavanje, prepoznavanje, analiza nudi i zaključivanje (kao sintezu i evaluaciju). (NV) zadnim pitanjem dovodi se đake do poente teksta, ali se ona ne problematizira. Ne prevodi se u suvremeni kontekst.str.22.
5;AS/NV;Jezik i književnost;H;7;JIK20;Šantić: Veče na školju;Ne;;Da;sloboda, kreativnost, solidarnost, život, odgovornost, jednakost;Da;pobožnost;ignorancija;2;;NV-24;1;AS-24-2, AS-24-3;;2;;NV-24;0;AS-24-3;;(NV) Šantić suosjeća s ljudima patnicima…Pjesnik kaže da oni kleče pred likom Boga svog. Da ištu…Al da tamo, samo ćuti raspeti Bog. Koje osobine sirotog puka otkrivaju ovi stihovi? Univerzalna vrijednost život (siromaštvo kao negacija života, život kao ispunjen život, ne samo biološka činjenica). Ignorancija, ne tematizira se socijalni aspekt pjesme. Str.24 stihovi otkrivaju osobine Boga, kao neosjetljivog za patnju i nevolju. Propuštanjem da se to problematizira, izbjegava se rasprava o socijalnom angažmanu ove pjesme. Više od polovine propratnog teksta odnosi se na usvajanje termina, nakon što analizirana, str. 24a.
6;AS/NV;Jezik i književnost;H;7;JIK20;Čehov: Vanjka;Ne;;Da;jednakost, život ;Da;prošlost, teritorija;redukcija;2;;AS-28;2;;AS-28;0;;;0;;;(AS) Puko pamćenje činjenica - str.28 mahom prepoznavanje, ponegdje analiza i vrlo rijetko sinteza (primjer 2,3). Izbjegavanje problematiziranja.
7;AS/NV;Jezik i književnost;H;7;JIK20;Lazarević: Posljednjih deset dukata;Ne;;Da;odgovornost, jednakost, život, solidarnost;Da;patrijarhat;ignorancija NV-32;2;;AS-32-2, NV-32;2;;AS-32 ;0;;;2;;AS-32-4;"(AS) U analizi se često konstatuje, ne ostavljajući djeci mogućnost da samostalno dođu do zaključaka (primjer 2). (NV) Iz tih postupaka proizilazi da je majka plemenit, a otac sebičan lik. No likovi u tekstu nisu statični nego se razvijaju. Plemenitost majčina dolazi do vrhunca na kraju teksta, a ona djeluje na oca str. 32. Priča afirmiše patrijarhat; majka neravnopravna podređena, muža zove gospodarem, a to se nigdje ne problematizira. Majka koja na to pristaje i podržava takav odnos vidi se kao plemenita. "
8;AS/NV;Jezik i književnost;H;7;JIK20;Krleža: Čovjek je lava;Ne;;Da;sloboda, kreativnost;Ne;;;1;;AS-34;1;;AS-34;0;;;0;;;(NV) Pjesma nije do kraja protumačena.
9;AS/NV;Jezik i književnost;H;7;JIK20;Šantić: O, klasje moje;Ne;;Da;jednakost AS-36-1, AS-36-2;Ne;;;1;;;1;;AS-36-3, AS-36-4, AS-36-5;0;;;0;;;(AS)Učenicima se često imputiraju odgovori.
10;AS/NV;Jezik i književnost;H;7;JIK20;Parun: Kad sunce umiva oči;Ne;;Da;solidarnost, jednakost, kreativnost;Ne;;;1;;AS-38;1;;AS-38;0;;AS-38;0;;;(AS) Jedino se u zadatku uočava nakana građenja kritičke svijesti kroz promišljanje o kreativnosti.
11;AS/NV;Jezik i književnost;H;7;JIK20;Krleža: Loza;Ne;;Da;odgovornost AS-39-1, život;Ne;;;1;;AS-39;1;AS-39-1, AS-39-2;;0;;AS-39;0;;;"(AS) Str. 39, primjer 3: Iako kvalitetni odgovori, isti se ""nude"" i ne ostavlja se prostor da učenici sami dođu do zaključaka."
12;AS/NV;Jezik i književnost;H;7;JIK20;A. de Saint Exupery: Mali princ;Ne;;Da;jednakost, odgovornost;Ne;;;1;AS-44, AS-45;;1;AS-44, AS-45;;0;AS-44, AS-45;;0;;;
13;AS/NV;Jezik i književnost;H;7;JIK20;Šenoa: Mila Gojslavica;Da;rat, neprijateljstvo;Da;mir, jednakost, sloboda;Da;teritorija, prošlost, tradicija;imputacija, redukcija NV-48;2;;NV-48;0;;;2;;;2;;AS-48;(NV) Izdvoji stihove koji govore: a) o njezinoj ljepoti, b)o hrabrosti, c)o mudrosti (str.48) Epski lik se idealizira. Ne daje se veza sa Juditom. Ne objašnjava se historijski kontekst. 
14;AS/NV;Jezik i književnost;H;7;JIK20;Selma Lagerlof: Sveta noć;Ne;;Da;sloboda;Da;pobožnost, simboli;redukcija, imputacija, ignorancija AS-52-1, AS-52-2, mistifikacija;1;;AS-52;2;;AS-52;2;;AS-52, NV-52-a;0;;;(NV) Upamti ovo jer je to tako istina kao što ja vidim tebe, a ti mene. Ne treba svjetiljaka i svjetla i ne stoji do sunca i mjeseca, nego trebamo imati oči koje mogu gledati slavu Božiju, str. 52. Relativizacija znanja i nauke, bez ograde. Prouči i opiši  kako kršćani proslavljaju trenutak Kristova rođenja. Kako se Kristovo rođenje obilježava tijekom religioznih obreda, a kako u obiteljskom okruženju? Potraži podatke i ukratko opiši kako svoje vjerske blagdane slave pripradnici drugih vjera?, str. 52a A šta proslavljaju ateisti??
15;AS/NV;Jezik i književnost;H;7;JIK20;Šimić: Molitva na putu;Ne;;Da;sloboda, život NV-53;Da;pobožnost NV-53-b;imputacija AS-53-1, redukcija;1;NV-53;;1;;;2;;;0;;;(NV) Daj da kroz moje ruke prođe mlaz crvene svježe krvi(53) i moje misli nemoćne ko moje ruke (53a) Lirski subjekat je izgubljen, bez sigurnosti u sebe, u ono što zna, vjeruje, misli. Duhovno-religiozna lirska pjesma izražava religiozna (vjerska) nadahnuća, osjećaje, misli (53b). Pjesma se bez analize označava kao dugovno religiozna. 
16;AS/NV;Jezik i književnost;H;7;JIK20;Ante Marić: Svjetlost u kući;Ne;;Da;odgovornost, život;Da;pobožnost, simboli AS-58-2, tradicija, pobožnost NV-58-a;mistifikacija, ignorancija NV-58-a;1;NV-57, NV-56;;2;;;2;;NV-58;2;;NV-58-3;"(AS) Mistifikacija (autorice kažu: ""U svete božićne dane u svačiju kuću uđe mali Isus."" Ne ukazujući na druge i drugačije). (NV) Kakva su tvoja razmišljanja sada i jesu li predviđanja bila točna. U čemu je je ljepota i veličina Božića? U svete božićne dane u svačiju kuću uđe mali Isus. Je li ušao i u kuću bake Mare? (58) Prešutkuje se činjenica da djeca kod bake Mare nisu dolazila godinama, i da tih godina mali Isus nije ulazio u njenu kuću, dakle, nije tačno da u svete Božićne dane mali Isus uđe u svačiju kuću. Opiši jedan svoj doživljaj Božića. Posebnu pozornost posveti raspoloženju u svojoj obitelji i božićnim običajima u svome zavičaju. (58a) Uzima se zdravo za gotovo da su svi učenici (kupci čitanke) kršćani i da slave Božić. To ostavlja sve druge učenike izvan nastavnog procesa, koji na ovaj zadatak ne mogu odgovoriti. Ignoracija. Aktivno učenje - Dobro metodičko rješenje, stanka. Prati se priča i usmjerava dječija pažnja na tekst i problem (56 i 57). Stereotipi - Ne dovodi se u sumnju mogućnost da Božić i nije svima i uvijek srećan."
17;AS/NV;Jezik i književnost;H;7;JIK20;Biblija;Ne;;Da;sloboda, umjetnost NV-59;Da;pobožnost, simboli ;indukcija AS-59-1, ignorancija NV-59, mistifikacija NV-59-a;2;;;2;;;2;;AS-59-1;0;;;"(AS) indukcija (str.59 primjer 1 - pretpostavlja se da ljudi drugih religija ili ateista uopće nema). (NV) Opiši kako proslavljaš Uskrs u svom domu. kakve prigodne uskrsne običaje njeguju ljudi tvog zavičaja. (59) Vidi primjedbu 58a. Biblija je zborik religijskih, povijesnih i književnih tekstova iznimne ljepote i vrijednosti. (59a) U kom smislu povijesnih? Ostavljaju se djeca u dojmu da je Biblija tekst koji sadrži istorijske fakte. Mistifikacija. Pročitaj iz Biblije dijelove evanđelja po Ivanu i Marku o Isusovoj smrti i uskrsnuću. Usporedi ih s tekstom iz čitanke: po čemu su slični, a po čemu se razlikuju. Koji te se opis najviše dojmio? (60) Ne daje se neki tekst iz druge perspektive, npr. Kosidovski, Priče evanđelista. Ne zna se ko je autor teksta u čitanci, niti zašto je taj tekst izabran. Nema jasne veze s planom i programom; koja se znanja na ovaj način stiču? Nema diskusije o metodu, iskazima, vjerodostojnosti. Vjerske teme su u pravilu isključive, jednosmjerne, samo formalno i površno otvorene za druge vjere i nikad za ateizam. Pokušaj rješavanja problema ""Usporedi biblijski opis Isusove smrti s pjesmom Raspeće A.B.Šimića (60). Učenici bi mogli zapaziti da kod Šimića nema euforije ni patetike ni egzaltacije. Dobra ideja, ali nije razrađena."
18;AS/NV;Jezik i književnost;H;7;JIK20;Stjepan Čuić: Tajnoviti ponor;Ne;;Da;sloboda;Ne;;;1;NV-64;;2;NV-64;AS-64-2;0;;;0;;;(AS) Str.. 64, primjer 1 - potiče se razvoj mašte kod djece. (NV)Ne problematizira se bijeg od kuće na str. 64
19;AS/NV;Jezik i književnost;H;7;JIK20;H. Džubran: Izreke potoka;Ne;;Da;jednakost NV-66;Ne;;;1;AS-66-1, AS-66-2, NV-66;;2;;NV-66-a;0;;;0;;;"(NV) Jamči li podrijetlo doista čovjekovu plemenitost? Jesu li djeca kriva za moguća lođa djela svojih roditelja? Zašto se ne smije suditi nekome prema njegovu podrijetlu? (66)
Raj je u skrušenosti; / Raj je u čistu srcu. (...) Savršenstvo nije u onih koji su čista srca / Vrline može biti i u grijehu. Je li proturječna rečenica tvrdnja da vrline može biti i u grijehu? (66a) Ne rješava se kontardikornost u pjesmi, nego se nejasnim pitanjem stvar preskače."
20;AS/NV;Jezik i književnost;H;7;JIK20;M. Dizdar: Modra rijeka;Ne;;Ne;;Ne;;;1;AS-68;;2;;AS-68-1, NV-68-a, NV-68-b;0;;;0;;;"(AS) Aktivno učenje - str.68 analizom autorice deklarativno nude mogućnost diskusije (primjer 2) ali je analiza toliko loša, a pitanje za diskusiju konfuzno da je iluzorno očekivati kako će djeca uzeti učešće. (NV)Jesi li u kojem trenutku pomislila/pomislio da nisi još uvijek sposobna/sposoban za razumijevanje nekih misli iz ove pjesme? (68) Autorice ne tumače pjesmu, jer je ni same ne razumiju. Ako djeca nisu, one jesu. Zašto to ne čine??? (68a)
Književni kritičar Vlatko Pavletić rekao je za pjesmu Modra rijeka: ""Njezino je značenje i jasno i nejasno u isti mah, određeno i neodređeno, izrecivo samo djelomično, a zapravo neizrecivo.2 Protumači Pavletićevu tvrdnju. Slažeš li se s njim? Pismeno obrazloži svoj odgovor. (68b)
"
21;AS/NV;Jezik i književnost;H;7;JIK20;M.Dizdar: Na izvoru;Ne;;Ne;;Ne;;;2;;;2;;AS-69-1;0;;;0;;;(AS) Čini mi se da svjesno i namjerno daju štura i neprecizna pitanja za analizu. (NV) Nema interpretacije, ne objašnjava se pjesma
22;AS/NV;Jezik i književnost;H;7;JIK20;V.Novak: Iz velegradskog podzemlja;Da;nasilje;Da;odgovornost;Ne;;;1;;AS-73-1;2;AS-73-2, AS-73-3;;0;;;0;;;(AS) Ne bave se nasiljem. Univerzalna vrijednost život (nije razrađeno i iskorišteno koliko je moglo). (NV) Optužuješ li ili žališ Miku? (73) Ne problematizira se nasilje u porodici.
23;AS/NV;Jezik i književnost;H;7;JIK20;P.Preradović: Jezik roda moga;Da;pluralizam kao problem;Da;jednakost, saradnja;Da;simboli, jezik;imputacija, redukcija AS-74, AS-75-1, mistifikacija NV-74-a, ignorancija NV-75-b;2;;NV-75-b;2;;NV-74;2;;NV-75-c;2;;NV-75-c;"(NV) Problematična izjava u pjesmi:
Koliko se hvale puci
Svaki svojim tobož slavnim
Kad ih s njima divnim sravnim
To su meni mrtvi zvuci. (74)
Netačano, pristrano. Ne problematizuje se. 
Jednom je Dragutin Tadijanović rekao: ""Hrvatski je meni kruh i sol"". Kako shvaćaš njegovu misao? (74a) Ovim pitanjem pjesma koja se ne odnosi na hrvatski jezik predstavlja se kao takva, jezik se uvodi u kontekst nacije. 
Ova Preradovićeva pjesma prožeta osjećajima ljubavi prema svom jeziku je rodoljubna pjesma. Takve pjesme ne govore samo o povijesnoj veličini i značenju domovine i borbi za njezinu slobodu, nego i o ljudima, jeziku, prirodnim ljepotama i osobitostima neke zemlje i naroda. Bitno je da svojom temom, osjećanjima i idejama potiču ljubav prema domovini. (75b) Kako ljubav prema hrvatskom jeziku potiče ljubav prema Bosni i Hercegovini?
U Preradovićevu stavu ima otpora nametanju tuđih jezika, njemačkog i mađarskog, u prvoj polovici 19. st. Određeno preuveličavanje ljepote, vrijednosti i značaja vlastitog jezika pjesnikovo je suprotstavljanje shvaćanju da taj jezik nije ravnopravan s drugim jezicima. (75c) Pogrešno mišljenje/praksa opravdava se suprotstavljanjem drugom pogrešnom mišljenju/praksi, umjesto da se kaže šta nauka kaže o jeziku, i to poveže s prilikama u BiH. 
"
24;AS/NV;Jezik i književnost;H;7;JIK20;I.V.Rorić: Duga u travi;Ne;;Ne;;Ne;;;1;;;0;;AS-79;0;;;0;;;(AS) Zadatkom se potiče razvoj kreativnosti i umjetničkog pismenog izražavanja učenika.
25;AS/NV;Jezik i književnost;H;7;JIK20;D.Cesarić: Breze na ulici;Ne;;Da;kreativnost;Ne;;;1;;AS-81;2;AS-81-1;;0;;;0;;;
26;AS/NV;Jezik i književnost;H;7;JIK20;V.Vidrić: Pejzaž II;Ne;;Ne;;Ne;;;0;;;2;;AS-82;0;;;0;;;
27;AS/NV;Jezik i književnost;H;7;JIK20;Ehnaton: Himna suncu;Ne;;Da;život;Ne;;;2;;AS-85;2;;AS-85;2;;NV-85;2;;NV-85-a;"(NV) O jedni bože, izvan koga nikog drugog nema... (85) Izjava koje isključuje druge perspektive.
U nekim se himnama slavi čitav jedan narod, njegove težnje i ideali. (85a) Stereotip. Narod nema težnje i ideale, imaju pojedinci kao predstavnici vladajuće ideologije. 
U religiji starih Egipćana vrhovno je božanstvo bilo Sunce. Egipatski faraon Enhaton uveo je je kult sunca pa je tako nastala i ova njegova himna suncu. (85b) Ne kaže se kakve veze kult ima sa religijom, niti nebesko tijelo sa božanstvom. 
"
28;AS/NV;Jezik i književnost;H;7;JIK20;A. Vuletić: Pod nebo jedan glasnik;Ne;;Da;kreativnost, život;Ne;;;0;;;0;;;0;;;0;;;
29;AS/NV;Jezik i književnost;H;7;JIK20;N. Pulić: Krkom uzvodno;Da;rat NV-89;Da;sloboda;Da;prošlost NV-90;mistifikacija;2;;NV-90-a;2;;NV-89;0;;;0;;;"(NV) Pogešna definicija putopisa na str. 90a. Ledeno prijestolje posljednjeg hrvatskog kralja i crna krv na kamenu i sijev sablje Nelepićeve. Sve je to ovdje: ledeni vjetrovi u crnim zidovima. I ponos Mladenov koji ne htjede u pokori ljubiti zemlju već u uspravnoj gorčini na njoj ratovati, za nju ratovati. (89) Ne objasni se ko je Nelepić. 
Koje detalje pejzaža pisac zapaža? Kojim slikama opisuje ljepotu slapa? (...) (90) Pola odlomka se odnosi na prošlost i istoriju, ali se izbjegne rasprava o tome. 
U putopisu autor iznosi svoje dojmove i osobne doživljaje s putovanja i susreta s (ne) poznatim krajevima i ljudima. (90a) Ne u zagradi??? Ispada da se putopis samo izuzetno piše o nepoznatim krajevima. Manevar da bi se žanr putopisa iskoristio za promociju patriotizma. 
Posmatrajući razgledice, zamisli se u posjetu drvenom hrvatskom stolnom gradu Kninu. (90b) Zašto baš Knin? Sugeriše se da je drevni hrvatski grad, ali se ne razjasni razlika između grada i utvrde, nisi se da istorijat naseljenog mjesta.
"
30;AS/NV;Jezik i književnost;H;7;JIK20;Sekulić: Pisma iz Norveške;Ne;;Ne;;Ne;;;1;AS-92;;0;;;0;;;0;;;(AS) Dana neobično štura biografija pjesnikinje koja uživa veliku slavu.
31;AS/NV;Jezik i književnost;H;7;JIK20;V. Nazor: Šuma spava;Ne;;Ne;;Ne;;;1;;;0;;;0;;;0;;;"(AS) Zanimljivo je kako se u biografijama Nazora i Hitreca (str. 94 i 135) ističe da je riječ o najplodnijim ""hrvatskim"" piscima a kod drugih pisaca se to zanemaruje, naročito nema nikakvih odrednica kod pisaca druge nacije (Sekulić, Dizdar, Jergović…)."
32;AS/NV;Jezik i književnost;H;7;JIK20;D.Tadjanović: Dugo u noć, u zimsku bijelu noć;Ne;;Ne;;Ne;;;2;;NV-96;2;;;0;;;2;;NV-96-a;"(NV) Koji se izrazi odnose na opis noći, na opis krajolika, na opis majke? (na njeno sjećanje na dijete u grobu)? (96) Iz pjesme se ne vidi da se majka sjeća djeteta u grobu. 
Ljubav prema majci nadahnula je pjesnika da je opjeva u zimskoj noći za tkalačkim stanom. Opiši sviju majku pri nekom njezinom svakodnevnom poslu. Izrazi u tome i svoju ljubav prema majci. (96a) Stereotip. Majka kućanica, predmet dječije ljubavi. 
"
33;AS/NV;Jezik i književnost;H;7;JIK20;J.Horvat: Na južnom moru;Ne;;Da;sloboda, kreativnost, život;Da;teritorija NV-98;insinuacija AS-98, indukcija;2;;;0;;;0;;;2;;NV-98-a;"(AS) Insinuacija str. 98 primjer 2Kako slike s našeg Jadrana pisac navodi kao kontrast. (NV) Koje slike s našega Jadrana pisac navodi kao kontrast toj nepomičnoj ljepoti? (98) Jadran nije ""naš"", odnosno ne kaže se ko smo to mi, ali se valjda podrazumijeva - hrvatski.
Navikli smo na promjene i nama je teško bez njih živjeti. (98a) Stereotip o nama. Nije tačno da nam je svima teško živjeti bez promjena. Ne nudi se mogućnpst diskusije - ne raspravlja se o poređenju kultura, boraborske i jadranske.
"
34;AS/NV;Jezik i književnost;H;7;JIK20;Jure Kaštelan: Proljeće je slikar;Ne;;Da;sloboda, kreativnost, život, priroda;Ne;;;0;;;0;;;0;;;0;;;(AS) Uopće nema ni naznake razvoja kritičke svijesti.
