Šifra udžbenika;Kod;Primjer
V10;NI-69-5;"Lijep odnos prema roditeljima gradi se:; poštovanjem i uvažavanjem, a ne kritiziranjem; - udovoljavanjem njihovim željama, a ne neposlušnošću - lijepim i prijatnim govorom, a ne vikanjem druženjem i razgovorom, a ne Izbjegavanjem prihvatanjem njihovih savjeta, a ne omalovažavanjem učenjem dova "
V10;NI-7-1;Koje napisao pismo prijateljici? U čemu je Hanin problem? Kakve je savjete dobijala Hana? Koje bi savjete izabrali kao dobronamjerne? 
V10;NI-7-2;Jeste II se našli u sličnoj situaciji? Objasnite. Šta je za vas najvažnije u životu? Koje su vaše potrebe? 
V10;NI-73-1;Na kakve je teškoće nailazio Muhammed, a.s., pozivajući javno u islam? Kako SU prvi muslimani iz Medine prihvatili islam? 
V10;NI-73-2;Koja su obećanja stanovnici Medine dali Poslaniku, a.s., prilikom Prve prisege na Akabi?Šta je Poslanik, a.s., poslije toga rekao? 
V10;NI-73-3;Koja obećanja su muslimani iz Medine dali prilikom Druge prisege na Akabi?
V10;NI-73-4;Po čemu su povezane poruke iz Prve i Druge prisege na Akabi ?
V10;NI-73-5;Muhammed, a.s„ je najbolji primjer strpliivosti i istrainosti u teškoćama. U najtežim trenudma vrijeđanja i napadanja Poslanik, a.s.,nije odustajao od svoje misije, već jehrabro I s čvrstim uvjerenjem nastavio pozivati ljude u islam. 
V10;NI-73-6;Kako Medina postaje centar srca svakog muslimana? 
V10;NI-7-4;Dovrši mapu potreba I osjećanja koji je Hana započela u svom dnevniku.
V10;NI-75;Hidžra je događaj koji je bio od presudnog značaja za povijest islama, za musliman pa i cijelo čovječanstvo. 
V10;NI-76-1;Zbog čega su se muslimani selili iz Mekke? Kako je počelo iseljavanje muslimana u Medinu? Šta je čekao Muhammed, a.s.? 
V10;NI-76-2;Da li mu je prijetila opasnost? Kako je Ailah, dž.š. zaštitio  Muhammeda, a.s., i Ebu Bekra? 
V10;NI-76-3;u prilici si da svakodnevno činiš hidžru ostavljajući loše navike i postupke radi boljih navika i postupaka. Za sve ovo se, naravno, vrijedi potruditi.Trebaš imati jasan plan za ostavljanje neke navike kao i oslonac koji će ti pomoći da to i ostvariš. 
V10;NI-77-1;Zastoje Hidžra važan događaj za muslimane? 
V10;NI-77-2;Koji datum je uzet kao početak islamske ere? Zašto?
V10;NI-77-3;Kako treba izgledati svakodnevna hidžra čovjekova?
V10;NI-78-1;Muhadžiri i ensatije su se pobratimile i podijelile imovinu.
V10;NI-78-2;Medinska povelja je sačinjavala važne zakonske norme i garantirala je slobodu sigurnost i ravnopravnost svim stanovnicima. 
V10;NI-78-3;Ovakva organizacija društva pokazuje da samo zajedničkim zalaganjem jedna zajednica može uspjeti. 
V10;NI-78-4;Kako su prvi muslimani doživjeli Hidžru? Ko je posebno zaslužan za širenje Islama u Medini? Na koji način je Muhammed a.s., počeo organizaciju prve islamske države? 
V10;NI-78-5;Izdvoj odredbe Medinske povelje koje garantiraju sigurnost? Ko nema zaštitu prema Medinskoj povelji.
V10;NI-79-1;"O čemu pjesnik govori u pjesmi ""Uzda;i""? Potkrijepi stihovima. Kako trebaju postupati ljudi koji imaju puno više od drugih? Zašto? Pročitaj stihove. Šta možeš postići pomaganjem ljudima? Pronađi stihove. "
V10;NI-79-2;Voliš li pomagati drugima? Kako se osjećaš kada pomažeš drugima? 
V10;NI-79-3;Bratimljenjem muhadžira I ensarija, Muhammed, a.s., je, pored ostalog, podučio muslimane da se uspjeh postiže zajedništvom i međusobnim pomaganjem U Ime Ailaha, dž.š.
V10;NI-80-1;Kakoje Muhammed,a.s., organizirao život u Medini? Kakav je značaj Medinske povelje za muhadžlre i ensarlje? U čemu je njen značaj za Čovječanstvo? 
V10;NI-80-2;Zbog čega je međusobno pomaganje u islamu od izuzetne važnosti? 
V10;NI-80-3;Postupaju li danas muslimani kao muhadžiri i ensarlje? Objasni. 
V10;NI-8-1;Trudi se da zadovoljiš Uzvišenog Ailaha.
V10;NI-8-2;Da istraješ u dobru.
V10;NI-82-1;Šta su ensarlje predlagale Muhammedu, a.s.?Navedl primjere zajedništva muhadžira i ensarija? 
V10;NI-82-2;Kako je Poslanik odredio mjesto za gradnju džamije? Opiši prvobitni izgled Poslanikove, a.s., džamije u Medini? 
V10;NI-82-3;U čemu je značaj džamije za muslimane u Medini? 
V10;NI-83-1;Šta su muslimani izgradili zajedničkim snagama? 
V10;NI-83-2;Kakvu je ulogu džamija imala u Medini? Koliki je značaj džamiji pridavao Božiji Poslanik, a.s.? 
V10;NI-8-4;Razmisli da li trebamo sagledati posljedice prilikom odabira nekog savjeta? Objasni. 
V10;NI-85;Kroz historiju je muslimanima bila i ostala najljepši primjer bogobojaznosti i graditeljskog umijeća. 
V10;NI-86-4;Po čemu je Poslanikova, a.s džamija u Medini prva i posljednja?
V10;NI-88-1;Ljudi su kroz povijest često zaboravljali izvorne Božije objave ili odbijali njihovo slijeđenje. 
V10;NI-88-2;Međutim, zbog čovjekove prirodne potrebe za vjerom kroz historiju su se, kod onih koji su zaboravljali ili odbijali izvornu Božiju objavu, javljali različiti oblici vjerovanja.
V10;NI-88-3;"Muhammed, a.s., je rekao: ""Kome Allah. Dž.š., želi dobro pouči ga vjeri.'' "
V10;NI-88-4;Uz pomoć vjere čovjek lakše prevazilazi teškoće, rastanke, tugu, iskušenja i shvata da sve ima svoju svrhu npostojanja. 
V10;NI-88-5;Vjerovanje je lična stvar svakog čovjeka. 
V10;NI-88-6;"Kada duša zadovolji potrebu vjerovanja, čovjek osjeti slast u vjeri.Muhammed, a.s., je o tome rekao: 'Kod koga budu tri svojstva osjetit će slast vjerovanja: da mu Bog i Njegov Poslanik budu draži od svega drugog, da voli svakog čovjeka i gaji ljubav prema njemu samo u ime Boga i da mrzi povratak u nevjerstvo kao što mrzi da bude bačen u vatru."" "
V10;NI-89-1;Zašto se nekada osjećaš usamljeno? Šta ti pomaže u toj situaciji? 
V10;NI-89-2;Sjeti seje II ti vjera pomogla da ugledaš svjetlo poslije mraka! Ispričaj. Kako uz pomoć vjere možeš pronaći sreću, utjehu i Pravi put? Na koje načine vjera pomaže čovjeku? 
V10;NI-89-3;Poštuj pravo da ljudi slijede I drugačija vjerovanja. 
V10;NI-89-4;Posmatraj Ijude oko sebe. Napiši  u šta sve vjeruju! 
V10;NI-90-1;Historija čovječanstva može se promatrati i kao historija poslanstva. 
V10;NI-90-2;Adem, a.s., je znanje od Uzvišenog Allaha prenio svojim potomcima. Poslije njega ljudi su zaboravljali na preuzeto znanje i skretali s Pravoga puta.
V10;NI-90-3;Uzvišeni Allah je svakom narodu slao poslanika s određenim znanjem koje je odgovaralo stepenu njihovog razvoja. 
V10;NI-9-1;Tijelo ima potrebe kao što su: hrana, piće, odjeća, kretanje, odmor, dom I slično.Potrebe srca, duše i uma su, naprimjer: vjera, prijateljstvo, ljubav, uspjeh, obrazovanje, lijepo polašanje i slično. Veoma je važno uspostaviti ravnotežu, pravilno i s mjerom udovoljavati i tjelesnim i duhovnim potrebama.
V10;NI-91-1;Koga je Uzvišeni Allah slao ljudima iz Svoje milosti?Po Čemu to možeš zaključiti? Kollkoje bilo poslanika? Šta su poslanici prenosili ljudima?  
V10;NI-91-2;Objave su ljudima pomagale da duhovno i Intelektualno napreduju. Objasni kako. 
V10;NI-91-3;Koji su zajednički zadaci svih poslanika? 
V10;NI-9-2; Musliman će u ostvarenju svojih potreba i težnji uvažavati kriterij koji vodi postizanju Božijeg zadovoljstva I ostvarenju sreče na ovom i na budućem svijetu. 
V10;NI-92-1;Oni nikada nisu obožavali nikog drugog do Uzvišenog Allaha, čak i prije nego što bi počeli primati Objavu. 
V10;NI-92-2;Svi Božiji poslanici bili su istinoljubivi - uvijek su govorili i preporučivali istinu - sidk. Poslanici su tokom svog života bili pošteni i povjerljivi. Ljudi su ih cijenili radi ovih osobina i bili su Ugledni. Muhammed, a.s., je imao i nadimak El-Emin - pouzdani, povjerljivi.Ova osobina poslanika da su - pouzdani i povjerljivi - je emanet. Oni su tačno i vjerodostojno prenijeli Božije riječi - ta osobina se naziva teblig. Sfikada nisu činili grijehe i bili su uzor svome narodu. Bili su, dakle, čisti od grijeha. Ova njihova osobina se naziva ismet.Poslanici su bili obdareni posebnom oštroumnošću, razboritošću i inteligencijom. To njihovo svojstvo naziva se fetanet. Božiji poslanici nikada nisu nanosili nepravdu i nasilje. Uvijek su bili pošteni i pravedni. Navedene osobine su dovoljan razlog da poštujemo Božije poslanike. 
V10;NI-93-1;Kao muslimani trebamo poštovati druge. Koga sve ti poštuješ? Zašto? 
V10;NI-93-2;Do čega nas može dovesti nepoštivanje poslanika? Objasni. 
V10;NI-93-3;Koje osobine Izdvajaju poslanike Iznad ostalih ljudi? Poslanlciici Imaju I druge nazive. Koje? Pokušaj ih objasniti. 
V10;NI-93-4;Zašto se za poslanike ne može reći da su proroci? 
V10;NI-93-5;Razmisli o svojim osobinama I odabranim osobinama Božijih poslanika, pa pokaži koliko su pojedine osobine u skali od 1-5 razvijene kod tebe. Tabelu nacrtaj u svesci. Povjerljivost istinoljubivost dosljednost pravednost pravednost negrješenje oštroumnost 
V10;NI-93-6;Razmisli I odgovori: U kolikoj mjeri su poslaničke osobine razvijene kod osoba koje poštuješ? Navedi primjer jedne osobe. 
V10;NI-95-1;Koje bio EbuHanIfe? Po čemu je poznat? 
V10;NI-95-2;Pronađi u tekstu Ebu Hanlfin odgovor koji je zadivio njegove sagovornike.
V10;NI-95-3;Navedi jedan primjer koji te uvjerava da postoji Uzvišeni Allah. Objasni. 
V10;NI-95-4;Iz liste lijepih Allahovi imena izdvoji ona koja govore o svojstima koja i ti možeš razvijati. Napiši i ona koje govore o svojstvima koja posjeduje drug ili drugarica do tebe!Razmjenite radove i pogledaj da li se slaže sa tvojom listom!
V10;NI-98-1;Šta dobiva čovjek koji zasluži Božiju ljubav? Potkrijepi stihovima. Iz svoje ljubavi Allah je ljudima darovao Islam. Koja je moć Islama? 
V10;NI-98-2;Razmisli o milosti Božijoj. Staje sve iz nje dato ljudima?
V10;NI-98-3;Prepoznaj milost Božiju u sebi. Možeš je pokazati grozdom Ili listom primjera. 
V10;NI-98-4;Predstavi svoju milost prema drugima - roditeljima, prijateljima, ljudima u nevolji, prIrodI, životinjama. 
V10;NI-99-2;Ako hoćeš više ljubavi U životu, moraš i davati više ljubavi. Ako želiš više dobra, moraš i davati više dobra. Ako želiš da te više poštuju i razumiju, moraš i ti poštivati i razumijevati druge. Ako želiš da ljudi budu strpljivi s tobom da te uvažavaju, moraš i ti biti strpljiv i uvažavati ljude. 
V8;NI-10-1;"1- РиЈеч ""вјерујем"" односи се на субјекат, али и на објекат који је лшпен сваке очигледности. Она се односи на објекат крји се не може сазнати, ни чулно ни рационално. 2. Али р^еч ""вјерујем"" изражава и стварност за коју човјек не потребује спол>апш>е потврде. Она изражава оно у шта човјек вјерује и вјером препознаје. "
V8;NI-10-2;Ово пројављивање Божије у свијету може се најбоље изразити аналогијом. Као пгго је душа у човјеку невидљива, али се упознаје кроз своја Дjеловања у човјеку, тако је и Бог невидљив, али се познаје по дјелима. 
V8;NI-10-3;Такође, све што постоји зависно је у много чеЈм од свијета који га okpужује да би живјело. Сјшчни закона важе не само у овом свијету, веђ  y космосу. Пратећи тај логички редосљед, човјекдолазн до закључка да иза свега што постоји посгоји Биће крје даје живот свему и које управлa њиме. То биће зове се Бог. 
V8;NI-10-4;Свијет у коме живимо ограничен је и релативан. Ограниченосг се састоји у томе пгго се око његових граница налази непгго веће и шире. Идући том линијом од више ограниченог ка мање ограниченом, долази се до појма о безграничном. Ограниченост тако проналази свој крај у безграничности. 
V8;NI-11-1;У овом нашем свијету Г човјек је најсавршеније биће. 
V8;NI-11-2;Јер ако није духован у I потпуности, онда је ограничен. А ограниченост искључује и духс и духовност и апсолутност. Зато апсолутно биће мора бити лично и духовно. Главне особине апсолутног бића су: бескрајност,безграничност, апсолутност. Према томе, Бог је бескрајно, безгранично, апсолутно и лично духовно биће. 
V8;NI-11-3;Пошто  је човјек несавршено и ограничено биће, његово познавање Бога је ограничено. Бога човјек позна само по његовим дјеловањима у свијету. 
V8;NI-12-1;Овај доказ заснован је на поставци: нема посљедица без узрока. Све има свој узрок. Према томе, и овај свијет као цјелина има свој узрок. Иза свих тих узрока постоји један праузрок. Тај праузрок јесте Бог. 
V8;NI-12-2;Ово је најстарији доказ за постојање Божије. Познат је и код Гркаи и код Јевреја. Његова конструкција има сљедећи облик: 1. Појаве и ствари у свијету служе извјесном циљу иако их несвјесно вољу. Закључак: свијет је дјело разумног бића. Такво биће може бити само Бог. 
V8;NI-12-3;Чињеница од које полази овај доказ јесте постојање моралног ЗИкона. Човјек подедује силу разликовања добра и зла. Та сила је хгмјештена у савјести. Моћ разликовања од зла својствена је свим нормалиним људима. Неизбрисиви морални закон свједочи о свом законодавцy.Tај законодавац јесте Бог. 
V8;NI-12-4;Из материјала историја и религија изведен је доказ историјскорелигијски. У свијету није било народа који није вјеровао у неко божанство. Значи, вјера у Бога је свеопшта појава и природно је закључити да Бог постоји. 
V8;NI-12-5;Који су основни услови познања Бога?2. Да ли је Бог сазнатљив по природи?
V8;NI-13;Анђелису пријатељи људима. Сваки човјек по рођењу добија свог анђела који га штити и чува од сваког зла. 
V8;NI-14-1;"У почетку су сви анђели били добри и шужили Богу"" Јер све што Бог створи бјеше веома добро"". Касније се неки oд њих успротивише Богу и не хтједоше слушати Бога. Бог их отјера од себe Јакао. Ђаволи мрзе и Бога и људе."
V8;NI-14-2;Поријекло ђавола је у њима сами самима. Они су своју природу добровољно претворили у зло. 
V8;NI-14-3;1. Шта је Бог прво створио? 2.Шта су то анђели, а шта ђаволи? 
V8;NI-15-1;Nа пусти тврд сан на Адама, узе ку једно ребро и створи жену. Видјевши жену, Адам се обрадова и даде јој име Ева.
V8;NI-15-2;Својства човјековог тиЈела и душе свакако зависе од Бога који их је створио и од матерчала којн Је унесен у њихов састав.
V8;NI-15-3;Али, Бог је из љубави према човјеку, још приЈе првог смртног случаја, дао човјеку обећање да то неће вјечно тако бити. Ово обећање зове се протојеванђеле. Тако Је послије пада тијело човјеково постало и остало оруђе и орган, а душа животворно начело и живот.
V8;NI-15-4;Због тога душа представља вјечну и непролазну вриједност човјековог бића. Ртједносг душе долази до њене боголикости. Боголикоот  рродрк у одржавању лика Божијег у дупга. Вог је најсавршеније биће душа одсјај тог савршенства. Ове основне црте божанства налазе сеена рЈеки начин и у души.  
V8;NI-16;Kako је сгворен човјек и ко га је створио? Које су особине тијела и душе? 
V8;NI-18-1;Joш за живота у тијелу душа пројављује тежњу за бесмртшћу кроз своје ctbараlаштво. Кроз све што чини дух ииАжту крил г за постоЈања. 
V8;NI-18-2;Опсуд та тежња у човјеку? Једини моући одговор гласи: Чежња за вјечношћу налази се у суштини људске душе. Бог је човјека створио боголиким и у тој боголикости оставио тежњу за бесмртношћу. Зато се бесмртност једино и може задовољити Богом. 
